Age,Gender,Marital_Status,Education_Level,Dependents,Annual_Income,Total_Assets,Monthly_Expenses,Savings_Balance,Debt_to_Income_Ratio,Employment_Type,Years_at_Current_Job,Employer_Category,Loan_Amount,Loan_Purpose,Term_Months,Interest_Rate,Loan_to_Income_Ratio,FICO_Score,Existing_Credits_Count,Prev_Defaults,Credit_Utilization,Default_Status
26,Male,Single,Bachelor,4,51878.34031032367,30552.936339849446,2769.159114087635,7829.679491058174,0.64,Self-Employed,1,Startup,29267.650300774592,Car,48,14.41,0.56,667.5545050247789,9,0,0.91,0
28,Male,Single,Master,4,98512.06481333912,139140.49967397965,2329.886559690302,36326.40218038582,0.28,Full-Time,20,Startup,5883.748223862229,Home,60,13.66,0.06,652.185768027408,6,0,0.46,0
46,Male,Married,Bachelor,2,74665.5480579287,211317.35407002503,2676.6573547224975,52254.406254297915,0.43,Full-Time,28,Government,6549.274898728254,Home,48,5.26,0.09,694.6577741046827,7,0,0.49,0
38,Male,Married,High School,0,70307.29209620366,237431.2739758456,2177.6190129610163,0.0,0.37,Part-Time,12,Startup,36485.01523908466,Business,48,15.32,0.52,666.6877921328885,6,0,0.12,0
56,Female,Single,Bachelor,0,55157.69303572555,121711.9718626723,3656.575768081837,20227.624486659915,0.8,Self-Employed,8,Government,24036.514012025043,Education,12,5.02,0.44,714.901896209557,0,1,0.82,1
46,Male,Married,Master,2,38614.00691413322,245909.53581854474,2646.552900618766,26895.601312582894,0.82,Part-Time,16,Corporate,16551.461195856435,Home,24,14.1,0.43,690.0311434534525,7,0,0.75,0
56,Female,Divorced,Bachelor,3,51173.241928091564,326554.74373724754,3063.5502517065243,45663.44718902686,0.72,Self-Employed,12,SME,12007.055627999249,Home,48,7.25,0.23,644.4349713305122,6,0,0.18,0
61,Female,Married,High School,1,55622.76839756895,216263.51333568414,1219.8133085068207,1990.3519535438572,0.26,Full-Time,17,Corporate,28211.300588788632,Car,60,13.62,0.51,692.4963820140773,7,0,0.66,0
24,Male,Married,Master,3,99682.11881316989,90049.19255047651,2705.8292940818433,39919.45345068638,0.33,Self-Employed,23,SME,34522.589041469786,Home,24,8.86,0.35,686.9420771219602,7,0,0.35,0
33,Male,Single,Bachelor,0,50996.82387235979,292248.19147712394,3744.9908702968487,12844.430791580773,0.88,Unemployed,6,Corporate,24354.819060284277,Car,48,7.83,0.48,730.6981692659679,2,0,0.36,0
44,Female,Married,Bachelor,2,32135.293425333468,85950.62319112047,4046.7887070018332,23216.41283760799,1.51,Full-Time,14,Corporate,5037.022104369707,Business,36,5.75,0.16,670.8993035717698,2,1,0.75,1
51,Male,Divorced,High School,3,73354.48485397824,114495.61288630348,896.7667356640522,40342.33428468083,0.15,Full-Time,27,SME,15722.81623363488,Personal,48,6.99,0.21,625.5708906750498,9,0,0.95,0
42,Male,Single,Master,2,52731.03035540079,207018.0429833518,2681.9172600418515,1598.5318686146857,0.61,Self-Employed,10,Corporate,26512.422787105195,Business,36,6.61,0.5,698.6119198764072,0,0,0.43,0
60,Male,Single,High School,4,27912.37768815692,27465.573924213444,3473.3801975596853,37730.31859041373,1.49,Self-Employed,2,Corporate,12806.97030772928,Car,24,12.56,0.46,819.8070610826499,4,0,0.62,0
38,Male,Single,Master,4,73774.84316467082,85398.71760672159,3282.2779941060317,43350.459507246924,0.53,Self-Employed,22,SME,26354.88811839613,Education,24,9.45,0.36,654.1699489312285,6,0,0.21,0
54,Female,Married,High School,3,58065.08540000941,252700.19245619536,3752.341000315928,10169.218986833424,0.78,Full-Time,25,Corporate,2000.0,Education,12,10.37,0.03,707.3290309751062,3,0,0.83,0
43,Male,Single,Bachelor,4,59030.679266048006,111500.56744371161,3371.1715807762594,34231.6232579545,0.69,Full-Time,19,SME,18963.688619676428,Education,48,6.79,0.32,682.6103813797749,3,0,0.38,0
59,Male,Single,Master,1,63323.42111093654,85910.45547419428,2598.803006260749,24320.367341265734,0.49,Full-Time,21,Government,17573.53024844244,Business,48,5.26,0.28,596.4711874571367,6,0,0.93,0
57,Female,Single,PhD,2,54523.054157037535,115133.68827577832,3375.01580792548,68131.79526397678,0.74,Unemployed,3,SME,5208.057881577399,Car,36,11.61,0.1,648.9955766884159,3,0,0.17,0
21,Female,Single,Bachelor,0,51204.107443563815,127315.31800575391,1623.7755135096895,0.0,0.38,Self-Employed,18,SME,8214.955418443184,Car,12,7.13,0.16,750.8677599839582,1,1,0.94,1
62,Female,Married,Master,1,28540.090643103696,120097.59194008645,965.450399008532,15621.56466585863,0.41,Full-Time,13,Corporate,34485.8846527724,Home,48,6.52,1.21,724.1766727337774,5,0,0.73,1
40,Female,Married,Bachelor,0,44858.68496205854,166975.57236689044,2402.276804950428,29362.139998009225,0.64,Part-Time,22,SME,26809.582380045984,Personal,24,16.62,0.6,764.7181356509601,0,0,0.35,0
45,Female,Married,Bachelor,1,60414.89016422006,183306.0242557056,1749.34148955713,35038.33556063825,0.35,Full-Time,10,Corporate,6432.69058997916,Education,24,17.95,0.11,756.2614681040088,1,0,0.66,0
26,Female,Married,High School,1,52414.809998507255,276706.95191687864,2057.194489413431,53915.016854314905,0.47,Full-Time,10,Government,25926.254711930032,Personal,48,8.89,0.49,740.6308293804989,3,0,0.14,0
50,Male,Single,High School,4,60118.30339373318,193724.5652464993,2812.9221862137465,15820.907859154095,0.56,Self-Employed,5,Government,25100.777487871987,Car,60,10.34,0.42,618.873844036982,3,0,0.71,0
40,Female,Single,High School,2,81438.90711344643,272061.7619810181,3090.5634552657566,52062.48268581742,0.46,Full-Time,18,Corporate,23985.67265007988,Business,12,17.35,0.29,656.9320225347759,5,0,0.38,0
29,Female,Single,Bachelor,3,78119.26558073783,133170.40536667334,3730.3532341800765,60259.65716025968,0.57,Full-Time,18,Corporate,6419.68208006217,Car,60,6.76,0.08,557.7918861101796,1,0,0.88,1
38,Male,Single,Master,0,52121.40564539517,174742.8831001019,1935.0521192598962,46288.790509434155,0.45,Full-Time,23,Government,24567.946509134166,Business,36,6.35,0.47,691.9144678253507,9,1,0.38,1
60,Male,Married,Bachelor,4,89839.56874107623,127348.88196841268,1288.482759020488,21572.10391287174,0.17,Part-Time,4,SME,30688.00542799559,Home,36,8.16,0.34,615.9760120712969,3,1,0.63,1
23,Female,Married,High School,1,50933.964481165654,359109.88778679573,3099.123052483098,37097.03764346246,0.73,Part-Time,3,Startup,18336.20399175153,Business,12,8.04,0.36,612.8255722396462,6,0,0.95,1
56,Male,Married,Master,0,57868.95722580826,426368.21886514325,1568.0967640886606,60550.990429570484,0.33,Unemployed,28,Startup,17799.641584080586,Car,12,16.74,0.31,622.0138068296375,4,0,0.26,0
26,Female,Married,Bachelor,1,71889.58937277019,94845.87688772986,4274.092550096235,19275.427500780064,0.71,Full-Time,16,Corporate,32711.570300966483,Education,36,8.4,0.46,567.8756951382893,4,0,0.88,1
64,Male,Married,Master,4,40896.520264491126,133389.027239526,3236.1087582783093,49411.55733740438,0.95,Part-Time,20,SME,17475.57207456222,Business,60,15.5,0.43,660.1968960892505,6,1,0.11,1
58,Male,Single,High School,0,25900.132796916434,261623.80836839072,3235.1598470289123,33786.44400951052,1.5,Full-Time,20,Corporate,22359.322997690433,Business,48,17.4,0.86,667.2469426237149,5,0,0.68,1
21,Female,Married,Master,3,102426.61067302729,226309.50768320033,2495.6911552702254,30632.666563194944,0.29,Part-Time,5,Corporate,14767.684877367636,Personal,24,17.29,0.14,772.4465624646601,2,0,0.75,0
39,Female,Divorced,Bachelor,0,27546.006302241778,217337.45360561716,1124.6103856761388,12312.146374215095,0.49,Full-Time,28,SME,35025.54038113919,Personal,24,10.02,1.27,747.3528639583288,5,0,0.13,0
58,Male,Single,Bachelor,3,77049.31909224713,67679.3696301839,2462.754780176215,32799.51059724273,0.38,Full-Time,14,Government,27726.847537769325,Personal,24,5.23,0.36,744.3704341137628,0,0,0.84,0
48,Male,Married,Master,4,38285.315582209936,146622.20840658076,2298.289524327848,12136.4302914886,0.72,Part-Time,1,Corporate,2605.9006319028704,Car,60,9.24,0.07,622.0808029857645,3,0,0.82,1
29,Female,Married,Bachelor,3,30052.46655972493,161438.76863883782,800.0,52383.101678401006,0.32,Full-Time,24,Corporate,10925.730636845885,Education,24,16.61,0.36,608.7213551450902,7,0,0.86,0
30,Male,Divorced,Master,3,62340.03170125611,95814.37689464993,3151.269278016821,38327.210851216136,0.61,Full-Time,26,Corporate,16800.404605980773,Education,48,11.24,0.27,701.6308420803874,6,0,0.68,0
44,Male,Married,Master,1,45641.73671538038,238369.19123515193,2177.75772474171,67764.69487680137,0.57,Full-Time,15,Corporate,12074.277633091668,Business,60,8.93,0.26,616.8826220370439,0,0,0.18,0
46,Male,Married,High School,2,51880.28392313164,188582.83870015544,3211.6914183007393,6711.499822314199,0.74,Unemployed,23,Corporate,10416.57055736202,Car,48,17.06,0.2,623.7774069458104,4,0,0.68,1
28,Female,Married,High School,4,64423.57554922285,189842.6181912108,3830.235418021185,38680.782693786365,0.71,Full-Time,25,Corporate,7858.979300570711,Personal,12,10.69,0.12,809.8032223105931,0,0,0.15,0
25,Female,Single,PhD,3,83170.52267723196,33135.68251095338,2653.1741490780055,45520.88173228985,0.38,Full-Time,29,Corporate,17816.127268847962,Home,24,10.27,0.21,606.518852863623,7,0,0.11,0
33,Female,Married,Bachelor,2,88110.23287396293,58976.36814405245,2897.8397876198183,43299.95571796386,0.39,Part-Time,28,SME,27602.916955882574,Education,12,11.54,0.31,615.0514485611952,2,0,0.5,0
42,Male,Single,PhD,0,65424.16132407355,298480.3664640301,1862.3546997491117,36685.724896141335,0.34,Full-Time,0,Government,10274.208447454423,Business,48,10.21,0.16,712.95580744661,3,0,0.26,0
54,Male,Single,Bachelor,0,44732.76203667101,210627.6071944061,1530.3061423240624,27771.748611571347,0.41,Full-Time,7,Startup,13001.834260176216,Car,36,13.14,0.29,616.376072463763,3,0,0.29,0
45,Male,Single,Master,0,111069.72435632796,62887.834051913014,3098.7076583379053,25292.547589351263,0.33,Full-Time,13,Corporate,21166.27851002127,Personal,24,15.12,0.19,769.2486787584454,6,0,0.43,0
43,Female,Single,Bachelor,4,72834.81399173793,101580.03677812655,2396.529708013411,43846.419633277845,0.39,Full-Time,3,Corporate,13310.633811288204,Business,12,7.4,0.18,706.0510718558074,1,0,0.74,0
61,Female,Married,High School,1,20000.0,135234.70600881305,3475.8417458218214,45294.368916968546,2.09,Full-Time,7,Corporate,20799.13036908631,Home,60,11.04,1.04,709.5936868552047,0,1,0.11,1
41,Male,Single,High School,1,110360.30221034089,150026.25837158653,2900.8966257623692,14046.364907131017,0.32,Full-Time,14,SME,23241.050896034103,Personal,60,16.2,0.21,757.6449313803075,1,0,0.19,0
23,Male,Married,High School,3,29263.70790435067,21962.449783331787,2354.6487182959995,62533.713313545944,0.97,Part-Time,1,Corporate,19393.243439698585,Education,12,7.4,0.66,666.0088606665995,8,0,0.26,0
28,Female,Married,High School,4,59181.41372900603,149983.6588487115,1216.3708892771037,25945.83004071627,0.25,Part-Time,23,Government,2000.0,Personal,24,16.12,0.03,680.2268764477287,8,1,0.29,0
59,Male,Married,Master,4,79574.59543637882,290902.5902443432,2796.7874834263985,17932.744796232575,0.42,Part-Time,9,SME,7419.541926077991,Education,36,8.8,0.09,722.0406996781197,2,0,0.19,0
59,Female,Single,High School,0,39535.338841022996,196286.14249588313,3850.9834834588705,70079.57899259421,1.17,Full-Time,18,Startup,25849.965427878255,Car,12,17.1,0.65,727.0626636026658,3,0,0.84,1
42,Male,Married,Master,2,51762.91121760245,87362.26026432321,1931.843809737442,20287.698745742113,0.45,Full-Time,25,Corporate,28604.056939349877,Business,12,14.94,0.55,609.6824570190337,6,0,0.74,1
31,Male,Married,Bachelor,2,75851.29694612722,10000.0,1924.7703282478938,14425.924459328666,0.3,Full-Time,14,Government,22963.209474570092,Car,36,11.69,0.3,621.4018982443071,3,1,0.6,1
43,Female,Married,High School,0,20000.0,268944.4381055093,3593.8767929278347,13226.21129404088,2.16,Self-Employed,29,SME,2000.0,Home,24,14.42,0.1,629.6718125965477,9,1,0.64,1
36,Male,Married,Bachelor,2,54431.81436003089,241789.08456377755,1692.7648252773197,62393.38242198856,0.37,Part-Time,8,SME,29325.23619950306,Home,60,11.87,0.54,652.9443770977426,6,1,0.18,0
48,Female,Married,Bachelor,4,46626.470081949374,180058.15429778982,2155.624640853485,22344.918378190836,0.55,Part-Time,3,Corporate,24219.9826347249,Education,12,10.16,0.52,678.7130607630585,7,0,0.15,0
55,Male,Married,PhD,4,49390.17327278104,205291.9113902591,2597.2936614896744,43654.1053155093,0.63,Full-Time,4,Government,5839.878842073975,Car,48,11.38,0.12,690.0433869134054,8,0,0.58,0
62,Male,Married,High School,3,84912.98947491997,229034.96293916888,2201.303298724746,23605.89541767753,0.31,Self-Employed,26,Corporate,34192.301097666554,Business,60,9.14,0.4,696.3399361262298,9,0,0.48,0
49,Male,Married,High School,4,58875.07582602781,217045.44851916324,1613.1103028297043,73307.06804999505,0.33,Self-Employed,20,Government,15433.506100866056,Business,12,13.46,0.26,669.5319696683144,8,0,0.47,0
58,Female,Married,Bachelor,2,62831.695676109855,126378.78301880862,3544.618391085399,24594.093480865464,0.68,Full-Time,17,Corporate,12436.100589442307,Car,36,7.19,0.2,680.709985591031,6,0,0.79,0
26,Female,Single,Master,3,75182.11952739987,29366.946080157228,3428.598833182208,60265.56665507096,0.55,Full-Time,26,Corporate,35885.090793198455,Home,24,10.83,0.48,713.3359252534169,9,0,0.9,1
34,Male,Single,Master,2,47487.50700618098,169011.60185324517,2909.1497300117094,37164.566355017596,0.74,Full-Time,15,Startup,21469.52404254646,Business,12,12.48,0.45,718.6947573084245,5,0,0.38,0
49,Female,Married,High School,0,83760.06685223283,106404.88616829776,2320.5393862487485,202.14490534608558,0.33,Self-Employed,3,Corporate,25470.593133218128,Car,12,16.09,0.3,715.4642428836436,8,0,0.32,0
48,Female,Married,High School,3,37150.69139220078,98500.95787499647,1864.1349063671055,29061.333062611488,0.6,Full-Time,4,SME,36292.26249960665,Car,24,14.44,0.98,642.1744759347525,6,0,0.59,0
30,Male,Married,High School,2,20000.0,194520.50390085025,4309.7115728140725,27818.22529955665,2.59,Full-Time,17,Corporate,27589.92762738469,Home,24,10.94,1.38,671.5098351143594,6,0,0.81,1
24,Female,Married,Bachelor,3,20000.0,249124.38823430878,4082.6507363721626,61162.244211915095,2.45,Part-Time,22,Corporate,27289.951057651168,Personal,36,16.01,1.36,688.4403306346709,7,0,0.74,1
44,Male,Married,PhD,4,66440.68418959675,10000.0,2266.928916996435,28697.61143495299,0.41,Full-Time,10,Corporate,18202.161028917515,Personal,12,16.28,0.27,850.0,9,0,0.52,0
22,Male,Married,High School,3,41149.16441775131,162895.75634469223,2856.390553280509,28541.372565673184,0.83,Full-Time,9,SME,14235.969278379514,Home,36,9.89,0.35,676.1016807262537,2,0,0.78,0
49,Male,Divorced,Master,1,51968.93162644076,86972.63426809863,2322.2148445247276,39420.533552295004,0.54,Full-Time,16,SME,23092.48730328393,Personal,48,17.74,0.44,737.800861479451,0,0,0.86,0
45,Male,Single,High School,4,66871.93871270245,307915.5659722402,2447.7013702639206,14887.937999143634,0.44,Full-Time,13,Corporate,20524.508010723635,Business,24,8.19,0.31,560.1178022607545,0,0,0.67,0
51,Male,Married,High School,2,58492.0713011704,66653.55175502453,2862.3037788565125,62361.65298135736,0.59,Full-Time,15,Corporate,25249.71012969815,Home,24,12.06,0.43,619.8407775827609,0,0,0.48,0
35,Female,Single,High School,0,60371.772833428164,167407.26277210706,3022.2860109761646,33749.89743819172,0.6,Part-Time,12,Government,16373.413441673561,Home,24,5.36,0.27,610.7914246870631,6,0,0.38,0
58,Male,Married,Master,1,63765.99472864042,168481.49070470955,2735.3183924637992,22717.2047579611,0.51,Full-Time,9,SME,36629.04352962339,Business,36,11.12,0.57,689.3754821530877,6,0,0.77,1
53,Male,Single,Bachelor,1,59556.958911822636,145604.4224459365,3649.01653040625,33760.222371917494,0.74,Full-Time,5,Corporate,5940.375767283082,Home,60,15.27,0.1,448.4568724703196,9,0,0.73,1
28,Male,Divorced,Bachelor,0,46658.799976578826,180823.04375220469,3201.579858590677,31319.334657288964,0.82,Part-Time,1,Corporate,11965.804910112878,Home,12,5.42,0.26,724.5924566895965,8,1,0.73,1
60,Female,Married,PhD,4,28921.405984783465,68347.32275945606,2832.2939082369594,29408.36920668112,1.18,Part-Time,5,Corporate,11946.656690597927,Car,48,16.55,0.41,551.8810091550592,5,0,0.89,1
36,Female,Married,Bachelor,2,40975.585560587264,279904.49121952004,3078.180073491895,6060.624336291734,0.9,Part-Time,18,SME,19253.516236994008,Business,60,17.09,0.47,824.3291221740906,8,0,0.26,0
58,Male,Married,Bachelor,4,58031.18143682338,78559.78451912408,3101.266764288065,34112.127920877756,0.64,Unemployed,24,SME,26835.964346749824,Car,24,16.17,0.46,604.1387299957636,4,0,0.38,0
64,Male,Married,Bachelor,4,93100.8270955529,300321.58733936085,1882.7085446133292,37220.9630511276,0.24,Self-Employed,26,Government,11109.701455240742,Car,60,9.61,0.12,673.0151723433935,8,1,0.82,1
61,Male,Single,Master,2,46035.000261416055,175926.97172671417,3237.0701104584705,15997.103562819324,0.84,Self-Employed,5,Startup,22491.3381644131,Car,60,15.8,0.49,564.2895909153591,4,0,0.25,0
54,Male,Married,High School,3,74667.33419290977,364425.55449638795,1788.584985233203,64503.16926377851,0.29,Full-Time,21,SME,44310.212892051786,Education,48,9.93,0.59,659.386464746281,7,0,0.37,0
26,Male,Married,Bachelor,3,78826.40620609664,331273.79079110106,2331.787517030961,39862.205574809705,0.35,Full-Time,17,SME,16891.988338053536,Car,48,17.41,0.21,778.3903373557478,3,0,0.92,0
59,Female,Divorced,Bachelor,2,64942.37836494415,94924.66132707355,2752.044150398713,10001.65590180472,0.51,Full-Time,5,Corporate,2000.0,Car,60,8.87,0.03,633.5372466787956,9,0,0.72,0
60,Male,Married,High School,3,56059.83871366529,335792.44005801226,3141.5532891583225,0.0,0.67,Self-Employed,15,Corporate,20994.68319320767,Car,24,6.25,0.37,800.41195515848,1,0,0.77,0
43,Female,Single,High School,1,35177.829211980374,124085.17172642954,2880.9129962597676,21123.093542517854,0.98,Full-Time,20,SME,21491.96225159343,Personal,12,17.67,0.61,669.5514881767413,6,0,0.95,1
41,Female,Single,Bachelor,4,45262.5963446021,87010.20014026295,2947.5598422250387,15632.597848317208,0.78,Full-Time,3,Corporate,23462.301704407873,Personal,12,12.67,0.52,677.9196100081604,9,0,0.43,0
55,Female,Married,PhD,0,97028.14609618706,147138.01257306128,2791.6940616713805,3557.0724109341463,0.35,Full-Time,14,Government,25664.84658694241,Personal,24,9.86,0.26,688.6071583612414,6,0,0.74,0
49,Male,Married,PhD,0,84757.01355012061,22438.510470617883,4327.845462226451,61666.238672825435,0.61,Full-Time,7,Startup,27249.94615339229,Education,48,17.29,0.32,737.7698543102806,2,0,0.6,0
55,Male,Single,Bachelor,4,76886.76450282894,214028.14018637294,1888.642927182703,3252.5253779528357,0.29,Unemployed,9,SME,27357.49622752781,Car,24,16.47,0.36,684.4418808804589,7,0,0.89,1
22,Female,Single,High School,3,47702.23831052101,142785.96747048723,2551.5318638842396,36108.25662090029,0.64,Full-Time,6,Government,14414.076806450059,Personal,48,17.85,0.3,653.2783095973303,7,1,0.25,1
53,Male,Single,Master,2,38025.13479622692,183599.74197391816,4284.086869812889,7489.575340641644,1.35,Self-Employed,15,SME,16921.225851754607,Home,12,10.3,0.45,644.6425329195253,8,0,0.24,0
46,Female,Married,Bachelor,4,66974.42806552668,119270.32580500975,1953.9771002206032,64422.496358851924,0.35,Full-Time,11,Corporate,2000.0,Car,48,10.01,0.03,660.7705244839372,9,0,0.7,0
64,Male,Married,Bachelor,4,32575.54330698933,246192.69380587264,2624.925515385784,0.0,0.97,Full-Time,24,SME,19122.581182176145,Education,36,9.53,0.59,693.8559153947011,3,0,0.58,1
52,Female,Single,High School,4,64032.9822917513,106201.47713242641,2861.1472201261654,49742.5263795536,0.54,Full-Time,16,SME,37731.5872529733,Home,24,10.24,0.59,647.7954571503328,4,0,0.52,0
38,Female,Married,Bachelor,0,66682.38277087275,118404.85611375066,2355.1134821742457,23162.499458292812,0.42,Self-Employed,0,SME,24393.96825838088,Personal,24,12.41,0.37,684.9172214882778,4,1,0.24,0
54,Male,Single,High School,2,60610.18098052588,198113.50981176045,2284.958859927639,16928.410978436343,0.45,Self-Employed,1,SME,15204.184516877182,Personal,36,8.75,0.25,731.9169833070684,0,0,0.51,0
50,Female,Single,PhD,1,71760.2503355205,180430.63438027256,4705.529744132205,11499.380431067988,0.79,Full-Time,19,SME,22832.728833174344,Business,60,13.41,0.32,723.1398388777692,6,0,0.52,0
64,Male,Single,High School,0,73475.82342974833,48355.06714574499,3205.7272912364556,25893.5844106949,0.52,Full-Time,1,Corporate,26748.015246275183,Education,24,5.76,0.36,701.496923050156,9,1,0.1,0
43,Male,Married,Master,0,88608.71196448462,101960.11024713842,1577.661653915295,28965.96096107568,0.21,Full-Time,19,SME,14765.365266831315,Car,60,6.43,0.17,591.0135857663774,3,0,0.44,0
40,Male,Single,Bachelor,1,102166.8558183355,138051.89842748258,2546.860798703459,25907.07313951387,0.3,Full-Time,9,Corporate,13800.860254003332,Home,60,13.78,0.14,797.8854132591605,5,0,0.13,0
43,Female,Married,Bachelor,1,54279.617564668304,55945.70767006722,2675.234464033197,8109.36227723636,0.59,Full-Time,12,Government,27622.528646075036,Personal,12,17.33,0.51,813.1289024409704,7,1,0.77,1
60,Female,Married,Master,2,110612.26949497091,113187.10132989738,2137.37318545149,29108.507229800827,0.23,Part-Time,8,SME,28796.55572787289,Education,12,15.63,0.26,763.8966873435716,9,0,0.94,0
28,Male,Single,High School,0,70611.76148443951,271711.12666480104,2299.920033433438,23861.123369142682,0.39,Self-Employed,2,Corporate,19068.8848273396,Business,24,14.07,0.27,704.0583957176173,4,0,0.83,0
34,Male,Single,PhD,2,40190.97656538282,141026.12799854792,1988.2512725347826,40364.45744683877,0.59,Full-Time,0,Corporate,6102.709625848016,Education,60,9.86,0.15,540.6497188300103,9,0,0.6,1
43,Female,Married,High School,0,61592.62720589081,144926.00675721082,2664.8364305265804,41234.791828667236,0.52,Full-Time,27,Government,19585.458429386374,Car,36,16.82,0.32,563.7265864432431,0,0,0.19,0
34,Female,Single,High School,0,41100.134167495016,115506.31281068278,2427.868943412655,22446.07563036932,0.71,Unemployed,29,Startup,16750.158679458735,Education,12,12.35,0.41,661.2886779986997,6,0,0.77,1
22,Male,Single,High School,1,79961.66847593631,143960.07929442922,1927.464798620788,55568.059774700174,0.29,Full-Time,22,Government,2733.4726850781844,Business,12,13.42,0.03,682.8026086811366,2,0,0.59,0
24,Female,Single,Bachelor,0,87363.803459433,208040.48358912457,3786.032499648514,32844.777418716505,0.52,Full-Time,27,Corporate,5211.078822710977,Car,36,17.09,0.06,799.3773255723761,4,0,0.57,0
44,Female,Married,High School,2,43491.25646598143,324369.81474282156,991.0797464081402,52931.680556240826,0.27,Full-Time,17,SME,17009.993670710566,Home,36,8.4,0.39,728.3757334993522,3,0,0.46,0
56,Male,Married,High School,2,52685.12093227202,143571.49565739586,2694.735628660588,31614.10703668653,0.61,Full-Time,27,Corporate,25109.30616980881,Business,48,15.62,0.48,681.5845126010904,6,0,0.21,0
29,Female,Married,Bachelor,4,77835.82025896659,133922.6509831859,1944.1784560703452,14858.813180132152,0.3,Self-Employed,9,Corporate,23123.707716154855,Car,60,15.53,0.3,805.3039658840999,9,0,0.91,0
36,Female,Divorced,High School,3,35166.320474311244,273850.51907526306,3048.700528747214,34480.621426179205,1.04,Self-Employed,14,Corporate,31182.419105266097,Home,12,9.25,0.89,721.1585548467816,6,0,0.88,1
52,Male,Married,Bachelor,1,48193.96900776417,200910.4675266719,3212.684875337889,40485.4716291073,0.8,Self-Employed,15,Corporate,18531.863981781626,Personal,12,15.95,0.38,593.9556929049377,2,0,0.45,0
52,Male,Married,High School,4,20352.61647351586,313361.87627405266,3133.780599099161,30981.95276592824,1.85,Full-Time,8,Corporate,15840.554243110017,Education,12,15.36,0.78,595.1671163803319,1,0,0.84,1
47,Male,Married,Bachelor,0,67387.35927015603,201871.0541211273,1699.0293906438037,62124.58772011743,0.3,Full-Time,27,Corporate,15300.573414381284,Home,24,14.16,0.23,804.671118738763,0,0,0.25,0
35,Male,Married,Bachelor,0,58743.25936777179,117893.05439890314,3527.0786494726435,40948.22162983347,0.72,Full-Time,27,Government,19047.17830521484,Car,36,7.35,0.32,753.8228462544125,4,0,0.59,0
24,Male,Married,High School,1,50930.01690964908,188513.1798366403,2088.848012164593,53732.71535714825,0.49,Full-Time,7,Corporate,32589.860267053642,Car,36,9.66,0.64,762.3111335215422,4,0,0.41,0
56,Male,Single,High School,1,40188.180518557274,84345.0656784477,1730.575841806186,35910.11707452028,0.52,Full-Time,0,Government,22150.95263767997,Business,24,11.3,0.55,741.5335092320582,5,0,0.61,0
45,Female,Divorced,Bachelor,1,69919.28395795051,188388.7685420806,1601.1365310551143,40838.78687042504,0.27,Part-Time,0,Corporate,9740.83963050448,Car,24,14.23,0.14,717.3301374499756,9,0,0.55,0
35,Male,Married,Master,1,38316.056899424715,150180.3380688726,2763.6870653445226,66005.88617363587,0.87,Full-Time,11,SME,11158.875749200348,Education,60,6.36,0.29,749.4536599254053,8,0,0.9,0
32,Male,Divorced,Bachelor,0,49239.481272819765,25467.258587549237,3275.1920555666406,11707.564020795726,0.8,Full-Time,1,Corporate,35249.30664227159,Education,60,8.33,0.72,540.0346554596669,8,0,0.77,1
27,Male,Single,High School,2,61262.92828165579,214981.0688053937,3637.7069033487137,41833.457625328825,0.71,Part-Time,11,SME,21819.735426833435,Education,48,7.81,0.36,669.8968509523379,6,1,0.14,0
56,Female,Married,Bachelor,4,39350.61462211569,174177.72172601573,2168.840507976374,60124.08241377046,0.66,Full-Time,11,Corporate,12216.738233557795,Education,36,9.63,0.31,646.2495613611653,0,0,0.14,0
44,Male,Single,High School,3,31062.476576587338,34176.727443150696,2638.962869604766,15445.297296265395,1.02,Self-Employed,5,Government,27869.223760972636,Education,12,13.17,0.9,634.9490345091798,9,0,0.33,0
26,Female,Single,High School,1,55031.09594561567,166034.44105112692,2013.9401685914158,38384.98786938989,0.44,Full-Time,1,Corporate,15762.24598008834,Personal,48,12.07,0.29,580.5821802923089,8,0,0.5,1
61,Male,Married,High School,1,65036.006407313515,244349.3937976371,2469.8455383660503,23307.095762788886,0.46,Full-Time,26,SME,5327.451744577716,Business,12,10.82,0.08,678.4837367353038,4,0,0.16,0
51,Male,Single,High School,1,82831.40319228859,241502.91385089594,2269.703068729992,79036.31336894669,0.33,Full-Time,23,Corporate,14486.389831165861,Education,24,17.61,0.17,792.6539092553242,7,0,0.86,0
41,Male,Single,PhD,1,64440.413982491285,204032.6240384033,3479.4282510593957,16474.317419233266,0.65,Self-Employed,0,SME,11779.370455956972,Education,36,8.13,0.18,700.3428154497561,9,0,0.66,0
31,Female,Single,High School,3,47190.92635512384,89754.89765491866,2305.7920045735104,37624.375255372506,0.59,Self-Employed,16,Corporate,16995.763485751846,Education,60,12.21,0.36,687.1289027564915,7,0,0.3,0
36,Male,Married,High School,2,20000.0,227281.4909612068,1368.4802995264643,29691.044602895472,0.82,Full-Time,6,SME,38179.1824740608,Business,48,15.65,1.91,690.0345353419459,3,1,0.19,1
34,Male,Single,Master,4,64853.04992706681,141891.19430899963,1816.6383167345614,54243.441632281036,0.34,Full-Time,0,Government,15403.386777638036,Car,24,11.03,0.24,654.1011981955293,2,0,0.81,0
